date,state,county,categoryid,categoryname,demo,visits,avgDuration,p50Duration
2020-02-02,Illinois,,Group,Light Rail Stations,Below65,19314.0,85.0,
2020-02-02,Illinois,,Group,Medical,Above65,23242.0,76.0,
2020-02-02,Illinois,,Group,Medical,All,372106.0,92.0,36.0
2020-02-02,Illinois,,Group,Medical,Below65,348864.0,94.0,
2020-02-02,Illinois,,Group,Metro Stations,Above65,453.0,57.0,
2020-02-02,Illinois,,Group,Metro Stations,All,28007.0,31.0,7.0
2020-02-02,Illinois,,Group,Metro Stations,Below65,27554.0,31.0,
2020-02-02,Illinois,,Group,Nightlife Spots,Above65,51320.0,93.0,
2020-02-02,Illinois,,Group,Nightlife Spots,All,1525512.0,109.0,63.0
2020-02-02,Illinois,,Group,Nightlife Spots,Below65,1474193.0,109.0,
2020-02-02,Illinois,,Group,Office,Above65,4982.0,54.0,
2020-02-02,Illinois,,Group,Office,All,151671.0,99.0,24.0
2020-02-02,Illinois,,Group,Office,Below65,146689.0,100.0,
2020-02-02,Illinois,,Group,Outdoors & Recreation,Above65,66293.0,77.0,
2020-02-02,Illinois,,Group,Outdoors & Recreation,All,1292183.0,94.0,28.0
2020-02-02,Illinois,,Group,Outdoors & Recreation,Below65,1225890.0,95.0,
2020-02-02,Illinois,,Group,Professional & Other Places,Above65,36937.0,77.0,
2020-02-02,Illinois,,Group,Professional & Other Places,All,796837.0,97.0,33.0
2020-02-02,Illinois,,Group,Professional & Other Places,Below65,759900.0,98.0,
2020-02-02,Illinois,,Group,Residences,Above65,15344.0,83.0,
2020-02-02,Illinois,,Group,Residences,All,331063.0,114.0,27.0
2020-02-02,Illinois,,Group,Residences,Below65,315719.0,116.0,
2020-02-02,Illinois,,Group,School,Above65,23450.0,95.0,
2020-02-02,Illinois,,Group,School,All,523105.0,112.0,50.0
2020-02-02,Illinois,,Group,School,Below65,499655.0,112.0,
2020-02-02,Illinois,,Group,Shops & Services,Above65,162891.0,40.0,
2020-02-02,Illinois,,Group,Shops & Services,All,3243392.0,47.0,20.0
2020-02-02,Illinois,,Group,Shops & Services,Below65,3080501.0,48.0,
2020-02-02,Illinois,,Group,Spiritual Center,Above65,88257.0,102.0,
2020-02-02,Illinois,,Group,Spiritual Center,All,1010260.0,105.0,77.0
2020-02-02,Illinois,,Group,Spiritual Center,Below65,922003.0,105.0,
2020-02-02,Illinois,,Group,Sports,Above65,17501.0,119.0,
2020-02-02,Illinois,,Group,Sports,All,321099.0,107.0,63.0
2020-02-02,Illinois,,Group,Sports,Below65,303597.0,106.0,
2020-02-02,Illinois,,Group,Travel & Transport,Above65,18105.0,59.0,
2020-02-02,Illinois,,Group,Travel & Transport,All,446381.0,78.0,16.0
2020-02-02,Illinois,,Group,Travel & Transport,Below65,428276.0,79.0,
2020-02-03,Illinois,,Group,Airport,Above65,26806.0,100.0,
2020-02-03,Illinois,,Group,Airport,All,750192.0,88.0,36.0
2020-02-03,Illinois,,Group,Airport,Below65,723386.0,88.0,
2020-02-03,Illinois,,Group,Alcohol,Above65,7123.0,36.0,
2020-02-03,Illinois,,Group,Alcohol,All,98809.0,52.0,10.0
2020-02-03,Illinois,,Group,Alcohol,Below65,91686.0,53.0,
2020-02-03,Illinois,,Group,Arts & Entertainment,Above65,28088.0,77.0,
2020-02-03,Illinois,,Group,Arts & Entertainment,All,443941.0,89.0,30.0
2020-02-03,Illinois,,Group,Arts & Entertainment,Below65,415853.0,90.0,
2020-02-03,Illinois,,Group,Banks,Above65,31369.0,21.0,
2020-02-03,Illinois,,Group,Banks,All,352793.0,34.0,8.0
2020-02-03,Illinois,,Group,Banks,Below65,321424.0,35.0,
2020-02-03,Illinois,,Group,Beach,Above65,1661.0,41.0,
2020-02-03,Illinois,,Group,Beach,All,19255.0,78.0,29.0
2020-02-03,Illinois,,Group,Beach,Below65,17594.0,81.0,
2020-02-03,Illinois,,Group,Big Box Stores,Above65,50392.0,35.0,
2020-02-03,Illinois,,Group,Big Box Stores,All,656075.0,38.0,20.0
2020-02-03,Illinois,,Group,Big Box Stores,Below65,605683.0,38.0,
2020-02-03,Illinois,,Group,Bus,Above65,3463.0,63.0,
2020-02-03,Illinois,,Group,Bus,All,78579.0,60.0,11.0
2020-02-03,Illinois,,Group,Bus,Below65,75116.0,60.0,
2020-02-03,Illinois,,Group,Colleges & Universities,Above65,15079.0,99.0,
2020-02-03,Illinois,,Group,Colleges & Universities,All,813189.0,120.0,66.0
2020-02-03,Illinois,,Group,Colleges & Universities,Below65,798110.0,120.0,
2020-02-03,Illinois,,Group,Convenience Store,Above65,21967.0,29.0,
2020-02-03,Illinois,,Group,Convenience Store,All,355200.0,37.0,7.0
2020-02-03,Illinois,,Group,Convenience Store,Below65,333233.0,38.0,
2020-02-03,Illinois,,Group,Discount Stores,Above65,15804.0,27.0,
2020-02-03,Illinois,,Group,Discount Stores,All,241207.0,34.0,12.0
2020-02-03,Illinois,,Group,Discount Stores,Below65,225403.0,35.0,
2020-02-03,Illinois,,Group,Drug Store,Above65,37756.0,22.0,
2020-02-03,Illinois,,Group,Drug Store,All,442009.0,29.0,9.0
2020-02-03,Illinois,,Group,Drug Store,Below65,404252.0,29.0,
2020-02-03,Illinois,,Group,Events,Above65,471.0,116.0,
2020-02-03,Illinois,,Group,Events,All,6162.0,56.0,17.0
2020-02-03,Illinois,,Group,Events,Below65,5691.0,51.0,
2020-02-03,Illinois,,Group,Fast Food Restaurants,Above65,57711.0,26.0,
2020-02-03,Illinois,,Group,Fast Food Restaurants,All,826386.0,28.0,7.0
2020-02-03,Illinois,,Group,Fast Food Restaurants,Below65,768675.0,28.0,
2020-02-03,Illinois,,Group,Fitness Center,Above65,36614.0,76.0,
2020-02-03,Illinois,,Group,Fitness Center,All,463016.0,78.0,52.0
2020-02-03,Illinois,,Group,Fitness Center,Below65,426402.0,78.0,
2020-02-03,Illinois,,Group,Food,Above65,244903.0,47.0,
2020-02-03,Illinois,,Group,Food,All,3452273.0,54.0,16.0
2020-02-03,Illinois,,Group,Food,Below65,3207371.0,54.0,
2020-02-03,Illinois,,Group,Gas Stations,Above65,57828.0,26.0,
2020-02-03,Illinois,,Group,Gas Stations,All,941720.0,35.0,6.0
2020-02-03,Illinois,,Group,Gas Stations,Below65,883891.0,36.0,
2020-02-03,Illinois,,Group,Government,Above65,18786.0,67.0,
2020-02-03,Illinois,,Group,Government,All,334435.0,86.0,26.0
2020-02-03,Illinois,,Group,Government,Below65,315650.0,87.0,
2020-02-03,Illinois,,Group,Grocery,Above65,108714.0,27.0,
2020-02-03,Illinois,,Group,Grocery,All,1191951.0,32.0,15.0
2020-02-03,Illinois,,Group,Grocery,Below65,1083237.0,32.0,
2020-02-03,Illinois,,Group,Hardware Stores,Above65,36298.0,32.0,
2020-02-03,Illinois,,Group,Hardware Stores,All,343056.0,39.0,15.0
2020-02-03,Illinois,,Group,Hardware Stores,Below65,306758.0,40.0,
2020-02-03,Illinois,,Group,Hotel,Above65,14035.0,110.0,
2020-02-03,Illinois,,Group,Hotel,All,241136.0,147.0,32.0
2020-02-03,Illinois,,Group,Hotel,Below65,227102.0,150.0,
2020-02-03,Illinois,,Group,Light Rail Stations,Above65,971.0,61.0,
2020-02-03,Illinois,,Group,Light Rail Stations,All,21941.0,97.0,20.0
2020-02-03,Illinois,,Group,Light Rail Stations,Below65,20971.0,98.0,
2020-02-03,Illinois,,Group,Medical,Above65,117211.0,71.0,
2020-02-03,Illinois,,Group,Medical,All,1157445.0,86.0,44.0
2020-02-03,Illinois,,Group,Medical,Below65,1040234.0,88.0,
2020-02-03,Illinois,,Group,Metro Stations,Above65,1095.0,27.0,
2020-02-03,Illinois,,Group,Metro Stations,All,42885.0,33.0,6.0
2020-02-03,Illinois,,Group,Metro Stations,Below65,41790.0,33.0,
2020-02-03,Illinois,,Group,Nightlife Spots,Above65,52256.0,65.0,
2020-02-03,Illinois,,Group,Nightlife Spots,All,951044.0,89.0,41.0
2020-02-03,Illinois,,Group,Nightlife Spots,Below65,898787.0,90.0,
2020-02-03,Illinois,,Group,Office,Above65,24424.0,90.0,
2020-02-03,Illinois,,Group,Office,All,577649.0,136.0,48.0
2020-02-03,Illinois,,Group,Office,Below65,553226.0,138.0,
2020-02-03,Illinois,,Group,Outdoors & Recreation,Above65,73828.0,67.0,
2020-02-03,Illinois,,Group,Outdoors & Recreation,All,1160563.0,87.0,26.0
2020-02-03,Illinois,,Group,Outdoors & Recreation,Below65,1086734.0,88.0,
2020-02-03,Illinois,,Group,Professional & Other Places,Above65,75017.0,62.0,
2020-02-03,Illinois,,Group,Professional & Other Places,All,1296657.0,94.0,26.0
2020-02-03,Illinois,,Group,Professional & Other Places,Below65,1221640.0,96.0,
2020-02-03,Illinois,,Group,Residences,Above65,19608.0,77.0,
2020-02-03,Illinois,,Group,Residences,All,308404.0,102.0,28.0
2020-02-03,Illinois,,Group,Residences,Below65,288797.0,103.0,
2020-02-03,Illinois,,Group,School,Above65,42017.0,77.0,
2020-02-03,Illinois,,Group,School,All,1170753.0,131.0,27.0
2020-02-03,Illinois,,Group,School,Below65,1128736.0,133.0,
2020-02-03,Illinois,,Group,Shops & Services,Above65,234223.0,39.0,
2020-02-03,Illinois,,Group,Shops & Services,All,2756605.0,51.0,17.0
2020-02-03,Illinois,,Group,Shops & Services,Below65,2522382.0,52.0,
2020-02-03,Illinois,,Group,Spiritual Center,Above65,29283.0,74.0,
2020-02-03,Illinois,,Group,Spiritual Center,All,394422.0,83.0,22.0
2020-02-03,Illinois,,Group,Spiritual Center,Below65,365139.0,84.0,
2020-02-03,Illinois,,Group,Sports,Above65,21277.0,90.0,
2020-02-03,Illinois,,Group,Sports,All,265980.0,96.0,34.0
2020-02-03,Illinois,,Group,Sports,Below65,244702.0,96.0,
2020-02-03,Illinois,,Group,Travel & Transport,Above65,31547.0,51.0,
2020-02-03,Illinois,,Group,Travel & Transport,All,658813.0,60.0,12.0
2020-02-03,Illinois,,Group,Travel & Transport,Below65,627266.0,60.0,
2020-02-04,Illinois,,Group,Airport,Above65,33442.0,113.0,
2020-02-04,Illinois,,Group,Airport,All,651967.0,93.0,37.0
2020-02-04,Illinois,,Group,Airport,Below65,618525.0,92.0,
2020-02-04,Illinois,,Group,Alcohol,Above65,8852.0,34.0,
2020-02-04,Illinois,,Group,Alcohol,All,107162.0,42.0,10.0
2020-02-04,Illinois,,Group,Alcohol,Below65,98310.0,43.0,
2020-02-04,Illinois,,Group,Arts & Entertainment,Above65,31000.0,84.0,
2020-02-04,Illinois,,Group,Arts & Entertainment,All,467509.0,89.0,32.0
2020-02-04,Illinois,,Group,Arts & Entertainment,Below65,436509.0,89.0,
2020-02-04,Illinois,,Group,Banks,Above65,26515.0,28.0,
2020-02-04,Illinois,,Group,Banks,All,299088.0,41.0,9.0
2020-02-04,Illinois,,Group,Banks,Below65,272573.0,42.0,
2020-02-04,Illinois,,Group,Beach,Above65,2125.0,34.0,
2020-02-04,Illinois,,Group,Beach,All,18456.0,90.0,25.0
2020-02-04,Illinois,,Group,Beach,Below65,16332.0,97.0,
2020-02-04,Illinois,,Group,Big Box Stores,Above65,47710.0,32.0,
2020-02-04,Illinois,,Group,Big Box Stores,All,679787.0,36.0,20.0
2020-02-04,Illinois,,Group,Big Box Stores,Below65,632077.0,36.0,
2020-02-04,Illinois,,Group,Bus,Above65,3360.0,49.0,
2020-02-04,Illinois,,Group,Bus,All,78741.0,54.0,10.0
2020-02-04,Illinois,,Group,Bus,Below65,75382.0,55.0,
2020-02-04,Illinois,,Group,Colleges & Universities,Above65,21668.0,99.0,
2020-02-04,Illinois,,Group,Colleges & Universities,All,885665.0,122.0,74.0
2020-02-04,Illinois,,Group,Colleges & Universities,Below65,863997.0,123.0,
2020-02-04,Illinois,,Group,Convenience Store,Above65,22343.0,30.0,
2020-02-04,Illinois,,Group,Convenience Store,All,362403.0,39.0,7.0
2020-02-04,Illinois,,Group,Convenience Store,Below65,340060.0,39.0,
2020-02-04,Illinois,,Group,Discount Stores,Above65,15288.0,29.0,
2020-02-04,Illinois,,Group,Discount Stores,All,238783.0,33.0,12.0
2020-02-04,Illinois,,Group,Discount Stores,Below65,223496.0,34.0,
2020-02-04,Illinois,,Group,Drug Store,Above65,52151.0,20.0,
2020-02-04,Illinois,,Group,Drug Store,All,528280.0,24.0,10.0
2020-02-04,Illinois,,Group,Drug Store,Below65,476129.0,24.0,
2020-02-04,Illinois,,Group,Events,Above65,424.0,49.0,
2020-02-04,Illinois,,Group,Events,All,6805.0,73.0,21.0
2020-02-04,Illinois,,Group,Events,Below65,6381.0,74.0,
2020-02-04,Illinois,,Group,Fast Food Restaurants,Above65,56783.0,26.0,
2020-02-04,Illinois,,Group,Fast Food Restaurants,All,890990.0,28.0,8.0
2020-02-04,Illinois,,Group,Fast Food Restaurants,Below65,834207.0,28.0,
2020-02-04,Illinois,,Group,Fitness Center,Above65,36499.0,69.0,
2020-02-04,Illinois,,Group,Fitness Center,All,560953.0,76.0,55.0
2020-02-04,Illinois,,Group,Fitness Center,Below65,524454.0,77.0,
2020-02-04,Illinois,,Group,Food,Above65,255135.0,51.0,
2020-02-04,Illinois,,Group,Food,All,3616748.0,54.0,17.0
2020-02-04,Illinois,,Group,Food,Below65,3361613.0,54.0,
2020-02-04,Illinois,,Group,Gas Stations,Above65,57636.0,28.0,
2020-02-04,Illinois,,Group,Gas Stations,All,959731.0,37.0,6.0
2020-02-04,Illinois,,Group,Gas Stations,Below65,902096.0,37.0,
2020-02-04,Illinois,,Group,Government,Above65,22047.0,64.0,
2020-02-04,Illinois,,Group,Government,All,382921.0,92.0,31.0
2020-02-04,Illinois,,Group,Government,Below65,360874.0,93.0,
2020-02-04,Illinois,,Group,Grocery,Above65,130040.0,28.0,
2020-02-04,Illinois,,Group,Grocery,All,1350531.0,32.0,15.0
2020-02-04,Illinois,,Group,Grocery,Below65,1220492.0,33.0,
2020-02-04,Illinois,,Group,Hardware Stores,Above65,41291.0,30.0,
2020-02-04,Illinois,,Group,Hardware Stores,All,376116.0,36.0,15.0
2020-02-04,Illinois,,Group,Hardware Stores,Below65,334824.0,37.0,
2020-02-04,Illinois,,Group,Hotel,Above65,13233.0,185.0,
2020-02-04,Illinois,,Group,Hotel,All,257724.0,196.0,42.0
2020-02-04,Illinois,,Group,Hotel,Below65,244490.0,197.0,
2020-02-04,Illinois,,Group,Light Rail Stations,Above65,1219.0,41.0,
2020-02-04,Illinois,,Group,Light Rail Stations,All,20586.0,73.0,17.0
2020-02-04,Illinois,,Group,Light Rail Stations,Below65,19367.0,75.0,
2020-02-04,Illinois,,Group,Medical,Above65,117599.0,79.0,
2020-02-04,Illinois,,Group,Medical,All,1201395.0,87.0,44.0
2020-02-04,Illinois,,Group,Medical,Below65,1083796.0,88.0,
2020-02-04,Illinois,,Group,Metro Stations,Above65,1268.0,35.0,
2020-02-04,Illinois,,Group,Metro Stations,All,53271.0,33.0,7.0
2020-02-04,Illinois,,Group,Metro Stations,Below65,52004.0,33.0,
2020-02-04,Illinois,,Group,Nightlife Spots,Above65,55766.0,70.0,
2020-02-04,Illinois,,Group,Nightlife Spots,All,895627.0,87.0,36.0
2020-02-04,Illinois,,Group,Nightlife Spots,Below65,839861.0,89.0,
2020-02-04,Illinois,,Group,Office,Above65,24674.0,94.0,
2020-02-04,Illinois,,Group,Office,All,627772.0,136.0,50.0
2020-02-04,Illinois,,Group,Office,Below65,603098.0,138.0,
2020-02-04,Illinois,,Group,Outdoors & Recreation,Above65,65158.0,71.0,
2020-02-04,Illinois,,Group,Outdoors & Recreation,All,1038506.0,84.0,22.0
2020-02-04,Illinois,,Group,Outdoors & Recreation,Below65,973349.0,85.0,
2020-02-04,Illinois,,Group,Professional & Other Places,Above65,81722.0,64.0,
2020-02-04,Illinois,,Group,Professional & Other Places,All,1403495.0,94.0,27.0
2020-02-04,Illinois,,Group,Professional & Other Places,Below65,1321773.0,96.0,
2020-02-04,Illinois,,Group,Residences,Above65,21653.0,61.0,
2020-02-04,Illinois,,Group,Residences,All,299257.0,96.0,22.0
2020-02-04,Illinois,,Group,Residences,Below65,277604.0,98.0,
2020-02-04,Illinois,,Group,School,Above65,50681.0,75.0,
2020-02-04,Illinois,,Group,School,All,1266938.0,126.0,28.0
2020-02-04,Illinois,,Group,School,Below65,1216257.0,128.0,
